subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,is_churned,is_active,account_name,industry,country,signup_date,referral_source,tenure_days,tenure_months,month,total_usage_events,total_usage_time,total_errors
S-162596,A-462d45,2024-02-29,,Pro,18,0,0,True,False,False,False,monthly,True,0,1,Company_13,Cybersecurity,US,2024-01-15,partner,700,23.3,2024-02,23.0,4341.0,1.0
S-f703bd,A-202b67,2024-09-04,,Pro,11,539,6468,False,False,False,False,monthly,True,0,1,Company_305,HealthTech,US,2024-03-22,organic,512,17.1,2024-09,28.0,10852.0,1.0
S-a1d6ad,A-eafc6e,2024-09-01,,Pro,27,1323,15876,False,False,False,False,monthly,True,0,1,Company_149,DevTools,US,2023-07-06,partner,515,17.2,2024-09,53.0,16538.0,3.0
S-8b1fc1,A-309e54,2024-12-26,,Basic,15,0,0,True,False,False,False,monthly,True,0,1,Company_371,DevTools,US,2024-12-09,other,399,13.3,2024-12,46.0,15816.0,0.0
S-09cdac,A-82861f,2024-07-31,2024-09-04,Basic,41,779,9348,False,False,False,True,annual,True,1,0,Company_350,DevTools,UK,2024-04-25,organic,35,1.2,2024-07,101.0,25108.0,15.0
S-fa5301,A-ba6516,2024-03-14,,Pro,55,0,0,True,False,False,False,monthly,False,0,1,Company_154,FinTech,US,2023-10-29,ads,686,22.9,2024-03,40.0,12770.0,1.0
S-69937b,A-08e34e,2024-08-08,,Pro,14,686,8232,False,False,False,False,annual,False,0,1,Company_32,EdTech,US,2024-06-27,event,539,18.0,2024-08,29.0,8023.0,0.0
S-f2537d,A-e43bf7,2024-01-24,,Pro,44,2156,25872,False,False,False,False,monthly,True,0,1,Company_215,Cybersecurity,AU,2023-03-24,other,736,24.5,2024-01,89.0,21635.0,4.0
S-27f7b2,A-a1b80b,2024-04-03,,Basic,38,722,8664,False,False,False,False,annual,True,0,1,Company_184,HealthTech,US,2023-11-27,organic,666,22.2,2024-04,60.0,14177.0,3.0
S-9c2b8e,A-443f6f,2024-12-26,,Basic,19,361,4332,False,True,False,False,annual,True,0,1,Company_304,Cybersecurity,US,2024-12-07,organic,399,13.3,2024-12,58.0,19192.0,5.0
S-a4f26d,A-32728c,2023-05-21,,Pro,20,980,11760,False,False,False,False,monthly,True,0,1,Company_54,DevTools,US,2023-01-03,event,984,32.8,2023-05,46.0,14024.0,1.0
S-0cb6ed,A-ac85cd,2024-11-09,2024-12-18,Pro,53,2597,31164,False,False,False,True,annual,True,1,0,Company_485,EdTech,US,2024-07-31,partner,39,1.3,2024-11,69.0,17238.0,7.0
S-367dee,A-e19ff6,2024-06-29,,Pro,1,49,588,False,False,False,False,annual,True,0,1,Company_411,Cybersecurity,UK,2023-07-28,partner,579,19.3,2024-06,29.0,15059.0,0.0
S-3b9ad8,A-6e08f3,2024-12-24,,Enterprise,28,5572,66864,False,False,False,False,monthly,False,0,1,Company_220,Cybersecurity,US,2023-02-27,event,401,13.4,2024-12,45.0,10813.0,0.0
S-c9f8c1,A-544d0a,2024-07-23,,Enterprise,5,995,11940,False,False,True,False,monthly,True,0,1,Company_153,DevTools,US,2024-05-02,organic,555,18.5,2024-07,28.0,6860.0,1.0
S-57cd05,A-8b0451,2024-10-26,,Basic,41,779,9348,False,False,False,False,annual,True,0,1,Company_245,FinTech,UK,2024-09-16,event,460,15.3,2024-10,48.0,5375.0,3.0
S-e505c1,A-8ae3fc,2024-09-17,,Pro,34,1666,19992,False,False,False,False,annual,True,0,1,Company_495,DevTools,CA,2024-06-28,ads,499,16.6,2024-09,82.0,22178.0,7.0
S-121b4d,A-8ae3fc,2024-11-22,,Basic,9,171,2052,False,False,False,False,annual,True,0,1,Company_495,DevTools,CA,2024-06-28,ads,433,14.4,2024-11,39.0,7290.0,2.0
S-72b4f2,A-4437e4,2024-02-06,,Pro,49,2401,28812,False,False,False,False,annual,True,0,1,Company_192,Cybersecurity,US,2023-09-16,event,723,24.1,2024-02,33.0,10434.0,7.0
S-c9b0cc,A-4d1e75,2024-10-11,,Enterprise,38,7562,90744,False,False,False,False,monthly,True,0,1,Company_58,DevTools,US,2024-08-21,other,475,15.8,2024-10,17.0,4261.0,0.0
S-27c993,A-098560,2024-11-17,,Enterprise,4,796,9552,False,False,False,False,monthly,True,0,1,Company_349,DevTools,UK,2023-10-21,ads,438,14.6,2024-11,30.0,11520.0,4.0
S-8b9889,A-ac9111,2024-08-18,,Pro,21,1029,12348,False,False,False,False,monthly,True,0,1,Company_487,HealthTech,US,2023-08-12,event,529,17.6,2024-08,65.0,25711.0,5.0
S-2214c6,A-3c1a3f,2024-10-07,,Pro,82,4018,48216,False,False,False,False,monthly,True,0,1,Company_224,DevTools,UK,2023-08-26,event,479,16.0,2024-10,22.0,7581.0,0.0
S-ce695e,A-cb6cc6,2024-05-25,,Enterprise,13,0,0,True,False,False,False,annual,False,0,1,Company_419,DevTools,US,2023-04-03,ads,614,20.5,2024-05,38.0,11033.0,6.0
S-066d80,A-9b9fe9,2024-08-17,,Pro,5,245,2940,False,False,False,False,monthly,True,0,1,Company_71,EdTech,AU,2023-09-28,other,530,17.7,2024-08,0.0,0.0,0.0
S-228457,A-029f69,2024-05-24,,Enterprise,24,4776,57312,False,False,False,False,annual,True,0,1,Company_129,Cybersecurity,CA,2024-03-07,event,615,20.5,2024-05,43.0,17978.0,1.0
S-e50612,A-c7e58b,2024-07-15,,Basic,13,247,2964,False,False,False,False,annual,False,0,1,Company_404,HealthTech,IN,2023-06-25,other,563,18.8,2024-07,57.0,13761.0,2.0
S-64fba3,A-00bed1,2024-07-16,,Enterprise,28,5572,66864,False,False,False,False,annual,True,0,1,Company_306,Cybersecurity,US,2023-11-14,ads,562,18.7,2024-07,70.0,23876.0,0.0
S-2372d2,A-cea1f0,2024-12-22,,Enterprise,21,4179,50148,False,False,False,False,annual,False,0,1,Company_273,FinTech,US,2024-04-07,event,403,13.4,2024-12,28.0,4043.0,3.0
S-2661dc,A-c37cab,2024-08-07,,Pro,20,0,0,True,False,False,False,monthly,True,0,1,Company_278,Cybersecurity,UK,2024-07-29,event,540,18.0,2024-08,48.0,15730.0,6.0
S-427275,A-4c38bc,2024-07-14,,Enterprise,36,7164,85968,False,False,False,False,annual,True,0,1,Company_55,HealthTech,UK,2024-03-09,event,564,18.8,2024-07,95.0,36690.0,4.0
S-628729,A-157070,2024-10-05,,Enterprise,23,4577,54924,False,False,True,False,monthly,True,0,1,Company_85,FinTech,US,2023-11-09,ads,481,16.0,2024-10,62.0,10519.0,5.0
S-e260ff,A-bcf87c,2024-12-09,,Enterprise,21,4179,50148,False,False,False,False,annual,True,0,1,Company_288,FinTech,US,2024-06-27,event,416,13.9,2024-12,60.0,11118.0,0.0
S-89c03a,A-8ae3fc,2024-09-20,,Pro,9,441,5292,False,False,False,False,monthly,True,0,1,Company_495,DevTools,CA,2024-06-28,ads,496,16.5,2024-09,46.0,15561.0,8.0
S-86455a,A-1b9609,2023-12-01,,Pro,12,588,7056,False,False,False,False,monthly,True,0,1,Company_5,EdTech,IN,2023-10-12,ads,790,26.3,2023-12,61.0,12124.0,2.0
S-3660bb,A-474ad4,2024-12-14,,Enterprise,10,0,0,True,False,False,False,monthly,False,0,1,Company_261,EdTech,US,2023-11-28,organic,411,13.7,2024-12,29.0,12244.0,1.0
S-6bf7d7,A-9bfc9f,2024-03-23,,Pro,53,2597,31164,False,False,True,False,annual,False,0,1,Company_228,DevTools,CA,2023-09-14,ads,677,22.6,2024-03,38.0,17349.0,2.0
S-feccd8,A-812c5b,2024-12-22,,Enterprise,55,10945,131340,False,False,False,False,monthly,True,0,1,Company_395,DevTools,CA,2024-02-25,organic,403,13.4,2024-12,15.0,6457.0,1.0
S-0e4b0c,A-39b19f,2023-02-28,2023-06-15,Pro,24,1176,14112,False,False,True,True,annual,True,1,0,Company_176,FinTech,US,2023-02-03,partner,107,3.6,2023-02,45.0,9063.0,1.0
S-0e0578,A-de58ca,2023-07-09,,Basic,15,285,3420,False,False,False,False,monthly,True,0,1,Company_212,HealthTech,DE,2023-04-13,organic,935,31.2,2023-07,42.0,20778.0,4.0
S-74538d,A-e60f9d,2024-11-13,,Pro,46,2254,27048,False,False,False,False,annual,True,0,1,Company_178,FinTech,US,2024-08-26,other,442,14.7,2024-11,17.0,2702.0,0.0
S-c2a6cb,A-9affe6,2023-10-19,,Enterprise,7,1393,16716,False,True,False,False,annual,False,0,1,Company_401,Cybersecurity,US,2023-03-22,other,833,27.8,2023-10,27.0,13110.0,3.0
S-1bd2ec,A-e60f9d,2024-12-25,2024-12-28,Basic,38,722,8664,False,False,False,True,annual,True,1,0,Company_178,FinTech,US,2024-08-26,other,3,0.1,2024-12,57.0,17188.0,2.0
S-3cc352,A-d27f50,2024-08-06,,Pro,44,2156,25872,False,False,False,False,monthly,True,0,1,Company_163,Cybersecurity,UK,2024-07-20,ads,541,18.0,2024-08,12.0,2856.0,0.0
S-124207,A-fdfc91,2023-08-31,,Basic,29,551,6612,False,False,False,False,annual,True,0,1,Company_414,Cybersecurity,US,2023-05-06,ads,882,29.4,2023-08,38.0,6465.0,0.0
S-76e7d9,A-712f1c,2024-02-09,,Enterprise,44,8756,105072,False,False,False,False,monthly,True,0,1,Company_331,DevTools,US,2023-12-16,ads,720,24.0,2024-02,40.0,11068.0,0.0
S-44f453,A-19b2c8,2024-02-10,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,0,1,Company_476,DevTools,IN,2023-06-06,other,719,24.0,2024-02,24.0,11712.0,2.0
S-03a97f,A-f51f16,2024-03-15,,Pro,60,2940,35280,False,False,False,False,annual,True,0,1,Company_282,HealthTech,US,2023-12-25,partner,685,22.8,2024-03,46.0,17239.0,6.0
S-80c01c,A-d3c88e,2024-12-16,,Basic,16,304,3648,False,True,False,False,annual,True,0,1,Company_490,DevTools,US,2024-10-18,event,409,13.6,2024-12,29.0,5383.0,4.0
S-666181,A-eb1312,2024-10-09,,Basic,71,1349,16188,False,False,False,False,annual,True,0,1,Company_322,FinTech,US,2024-09-16,partner,477,15.9,2024-10,18.0,8982.0,0.0
S-401496,A-68f37c,2023-08-13,2024-06-22,Enterprise,4,796,9552,False,True,False,True,monthly,True,1,0,Company_202,HealthTech,US,2023-07-15,ads,314,10.5,2023-08,61.0,23440.0,1.0
S-ca0c98,A-fda07f,2024-11-28,,Pro,7,343,4116,False,False,False,False,monthly,True,0,1,Company_230,Cybersecurity,FR,2024-08-11,partner,427,14.2,2024-11,53.0,10193.0,0.0
S-017e33,A-f9cc74,2024-11-08,2024-11-25,Basic,53,1007,12084,False,False,False,True,monthly,True,1,0,Company_360,DevTools,FR,2024-10-12,partner,17,0.6,2024-11,61.0,18792.0,7.0
S-183073,A-e7a1e2,2024-07-19,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0,1,Company_295,Cybersecurity,US,2024-06-23,event,559,18.6,2024-07,47.0,8574.0,5.0
S-22f503,A-7a0d69,2024-09-06,,Basic,6,114,1368,False,False,False,False,annual,True,0,1,Company_187,DevTools,DE,2024-06-15,ads,510,17.0,2024-09,24.0,10008.0,1.0
